"Plate"	"Well.position"	"CTB"	"row"	"column"	"Replicate"	"Product.."	"Probe.ID"	"miRBase.ID.miRPlus.ID"	"miRBase.accession"	"Comment.in.miRBase"	"Sample"	"Control"	"poc"	"npi"	"rzscore"	"zscore"	"centered"	"rcentered"	"Bscore"	"posEffectNorm"	"wellCount"
"1"	"A1"	1148	1	1	"1"	""	34143	"hsa-mir-384"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0001075' target='_blank'>MIMAT0001075</a>"	NA	"hsa-mir-384"	NA	1.25911708253359	-0.637221847606204	2.05806154814653	1.91999644326846	1.34260827191326	1.34979423868313	0.162137201797258	-0.205846367419318	1
"1"	"A2"	1184	1	2	"1"	"410008-00"	NA	"hsa-mir-515-5p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0002826' target='_blank'>MIMAT0002826</a>"	NA	"hsa-mir-515-5p"	NA	1.29860159034823	-0.734322319622387	2.30710429010712	2.15594238459534	1.38471097033563	1.39212228101117	0.645954611960278	0.738093007348563	2
"1"	"A3"	1163	1	3	"1"	"410009-00"	NA	"hsa-mir-518c"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0002848' target='_blank'>MIMAT0002848</a>"	NA	"hsa-mir-518c"	NA	1.27556896078969	-0.677680377612947	2.16182935729678	2.01830725215466	1.36015106292258	1.36743092298648	0.998332797199653	1.44964639181624	3
"1"	"A4"	953	1	4	"1"	""	34256	"hsa-mir-548c-3p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0003285' target='_blank'>MIMAT0003285</a>"	NA	"hsa-mir-548c-3p"	NA	1.04524266520428	-0.111260957518543	0.709080029193344	0.64195592774787	1.11455198879211	1.12051734273956	-0.146572030424722	-0.419393327638758	4
"1"	"A5"	1047	1	5	"1"	"410011-00"	NA	"hsa-mir-548d-3p"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0003323' target='_blank'>MIMAT0003323</a>"	NA	"hsa-mir-548d-3p"	NA	1.14834110227584	-0.364801078894133	1.35935829986821	1.25803699676805	1.22448681245051	1.2310405643739	0.0588017585184724	0.429357348541571	5
"1"	"A6"	1281	1	6	"1"	""	44776	"hsa-miRPlus-B1114"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=Not in miRBase v. 14.0' target='_blank'>Not in miRBase v. 14.0</a>"	NA	"hsa-miRPlus-B1114"	NA	1.40499040307102	-0.995954146999326	2.97813612261204	2.79168561539276	1.49815435219589	1.50617283950617	0.915750915750916	1.95560436073726	6
"1"	"A7"	941	1	7	"1"	""	44782	"hsa-let-7c*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004483' target='_blank'>MIMAT0004483</a>"	NA	"hsa-let-7c*"	NA	1.0320811625994	-0.078894133513149	0.626065781873147	0.563307280638911	1.10051775598465	1.10640799529688	-0.897159183278164	-0.744456709233744	7
"1"	"A8"	1043	1	8	"1"	"410023-00"	NA	"hsa-let-7e*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004485' target='_blank'>MIMAT0004485</a>"	NA	"hsa-let-7e*"	NA	1.14395393474088	-0.354012137559002	1.33168688409482	1.23182078106507	1.21980873484802	1.22633744855967	-0.205373788943194	0.0433969344852239	8
"1"	"A9"	1099	1	9	"1"	"410025-00"	NA	"hsa-let-7f-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004487' target='_blank'>MIMAT0004487</a>"	NA	"hsa-let-7f-2*"	NA	1.20537428023033	-0.505057316250843	1.7190867049224	1.59884780090688	1.28530182128282	1.29218106995885	0.778258568626841	0.546912188217516	9
"1"	"A10"	1073	1	10	"1"	"410030-00"	NA	"hsa-mir-100*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004512' target='_blank'>MIMAT0004512</a>"	NA	"hsa-mir-100*"	NA	1.17685769125308	-0.434929197572488	1.53922250239531	1.42844239883747	1.25489431686666	1.26161081716637	0.0747992957624686	0.248252202088845	10
"1"	"A11"	1033	1	11	"1"	""	44800	"hsa-mir-105"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0000102' target='_blank'>MIMAT0000102</a>"	NA	"hsa-mir-105"	NA	1.13298601590348	-0.327039784221173	1.26250834466132	1.1662802418076	1.20811354084181	1.2145796590241	-0.233045204716593	-0.515458892760172	11
"1"	"A12"	836	1	12	"1"	""	NA	""	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=' target='_blank'></a>"	NA	"XCA"	"NEG"	0.91691801480669	0.204315576534053	-0.100308882178571	-0.124868381564486	0.977718218919413	0.982951205173427	-1.22835144081603	-1.80332142028847	12
"1"	"B1"	917	2	1	"1"	"410032-00"	NA	"hsa-mir-105*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004516' target='_blank'>MIMAT0004516</a>"	NA	"hsa-mir-105*"	NA	1.00575815738964	-0.0141604855023601	0.460037287232755	0.406009986420991	1.07244929036974	1.07818930041152	0.01340334201524	-0.477332699133637	13
"1"	"B2"	887	2	2	"1"	"410033-00"	NA	"hsa-mir-106a*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004517' target='_blank'>MIMAT0004517</a>"	NA	"hsa-mir-106a*"	NA	0.972854400877433	0.0667565745111261	0.252501668932264	0.209388368648593	1.0373637083511	1.04291593180482	0.0406423919171795	-0.134944287125299	14
"1"	"B3"	854	2	3	"1"	"410040-00"	NA	"hsa-mir-122*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004590' target='_blank'>MIMAT0004590</a>"	NA	"hsa-mir-122*"	NA	0.936660268714012	0.155765340525961	0.0242124888017239	-0.00689541090104618	0.998769568130596	1.00411522633745	0.310006329836358	0.327404678554877	15
"1"	"B4"	788	2	4	"1"	""	44818	"hsa-mir-125b-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004603' target='_blank'>MIMAT0004603</a>"	NA	"hsa-mir-125b-2*"	NA	0.864272004387168	0.33378287255563	-0.432365871459356	-0.439462970000324	0.92158128768959	0.926513815402704	0.16127247005434	-0.400043915356014	16
"1"	"B5"	733	2	5	"1"	""	44824	"hsa-mir-129*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004548' target='_blank'>MIMAT0004548</a>"	NA	"hsa-mir-129*"	NA	0.803948450781464	0.482130815913688	-0.812847838343589	-0.799935935916388	0.857257720655418	0.861845972957084	-0.664113978561571	-0.962050580539052	17
"1"	"B6"	901	2	6	"1"	"410046-00"	NA	"hsa-mir-130a*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004593' target='_blank'>MIMAT0004593</a>"	NA	"hsa-mir-130a*"	NA	0.988209487249794	0.0289952798381659	0.34935162413916	0.301145123609045	1.0537369799598	1.05937683715461	-0.263743181590207	0.375580383593265	18
"1"	"B7"	851	2	7	"1"	"410049-00"	NA	"hsa-mir-132*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004594' target='_blank'>MIMAT0004594</a>"	NA	"hsa-mir-132*"	NA	0.933369893062791	0.16385704652731	0.00345892697167485	-0.0265575726782861	0.995261009928732	1.00058788947678	-0.070475637047875	0.0274922106084043	19
"1"	"B8"	719	2	8	"1"	""	44838	"hsa-mir-135b*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004698' target='_blank'>MIMAT0004698</a>"	NA	"hsa-mir-135b*"	NA	0.788593364409103	0.519892110586649	-0.909697793550485	-0.891692690876841	0.84088444904672	0.84538506760729	-0.997468065456734	-1.40423886640912	20
"1"	"B9"	557	2	9	"1"	""	44843	"hsa-mir-138-1*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004607' target='_blank'>MIMAT0004607</a>"	NA	"hsa-mir-138-1*"	NA	0.610913079243214	0.956844234659474	-2.03039013237314	-1.95344942684779	0.651422306146068	0.654908877131099	-1.52192786753693	-3.04369309832881	21
"1"	"B10"	825	2	10	"1"	"410055-00"	NA	"hsa-mir-138-2*"	"<a href='http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MIMAT0004596' target='_blank'>MIMAT0004596</a>"	NA	"hsa-mir-138-2*"	NA	0.90485330408555	0.233985165205664	-0.176405275555417	-0.196962974747698	0.964853505512578	0.970017636684303	-0.191538081056495	-0.364377784938202	22
